name,spotify_id,popularity,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,preview,img
Angel,2vO1wr5wIEHqQmY4jWbuhi,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Que Bello,5Uj2IV4xxu8rAXKLbMXMTk,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Rescue Story,0P0IfSuzTC6bLUsHjmDuvW,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Vanished,0exOxvY3iHsmAnGHiJYAZq,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Llegamos A La Disco,4nfn4q3ygnHhriDyYW6Fkf,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Amor, Amor de Mis Amores (with Devendra Banhart)",3dB42OEuVNiktvt3V5JRVI,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Desnuda,5DRMxhUUiebOG9ruo5aLxj,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Stay - Album Version (Edited),4zzzZ1UNfr75ASG1lUE9L1,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
No Sigue Modas Aka Ella No Sigue Modas,5fwFQ9hooBZoxdboAHo99Y,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
While You See A Chance,4JAFyW6oZV6DIADeV619QG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Re-Education (Through Labor),6c1Bdvp208X0jbLmFnWbkC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Never Gonna Be Alone,7aySoZnwt7c6lA54qVVUOk,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Crazy Story,1BNvadXnbiSf3ZofMMdDYK,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Everybody Wants Some!! - 2015 Remaster,5TnzOUFWoZHUEtOWlxrIlY,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Brass in Pocket - 2006 Remaster,1QaJWSCk3UMKLotnPCIHh1,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
She's Mine,5xkTOC5NHPfUmrBCIrSTJX,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Hipnotízame,41IrY9OFcaWVnEojXftyVh,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Via con me,5WHWPRAkR2WYH1CjKV9Omh,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Te Perdiste Mi Amor (feat. Prince Royce),1Q8NiatGDc6YgefNwT7Jgu,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack",5wiSmUpfrWBuAT6DKm2uyD,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Super Trouper - From 'Mamma Mia!' Original Motion Picture Soundtrack,4btKuUUEjPNVD6yOKGlY9j,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Flor De Capomo,0yJPBuuvvstUhx4gfjAFTr,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Take A Chance On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,2MfEQfjPh7upzVnX5Ziyj9,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Big Boy Diamonds (feat. Kodak Black & London on Da Track),5FDCDBFDKpf7TLzDx6r2Lp,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Diva,5Ssv6DaKrW0HczVqx6zXdl,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
C'est La Mort,2AplbqTzq1mK8wyAxsBvQ6,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Sweet Dreams,1FKxKGONukVFXWVJxAKmlz,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Take You There,6AdLyvisRKHLAwARaZMGr6,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Raise a Hallelujah (Studio Version),4LnHfZGEitmIVS17wndaUI,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
No Bailes De Caballito,28If7KaffAjwCsKfQDmScA,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Handlebars,6JH9yWhgbm0y9iAJhCslNc,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Life is Beautiful,3AoSuIey90cH9PI8HUoHOQ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Beautiful Girls,67D9O4Oau629qirRXtTWCS,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Boötes,1nIVZg8EmaIZD5FuJ5nOuw,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Call Me,2nBWxgSZ79w9l6t2rUg6pl,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Angels Workin' Overtime,3owCCrMPs3IoEAkm0xo4K2,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Rosas,06p2Ij0lXD45LODQDCov0u,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Rape Me,2i5K0EdMY5zFs9t7KfYK3k,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Breathe Me,2Bo0hh0yoQReC4reJav5DT,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Lost In Love,6MfVSA5iKBPHzo6RGARjL0,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Because the Night - Live Unplugged,5VzvK7YiwWbRePA2JOzhYq,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Swing,61ehOd7NByNLD1C5AcQhEb,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Burning Pile,0zMAvsQmaQ4DGsmXtKixpn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Accidentally In Love,4ccM2xBxicGigjLqt6A0YY,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Waymaker - Radio Version,4tkmm0pdXEZvHscuHWnkqy,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",05JdgtCKkZ5CoOjM5KS4EG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Never Wanted To Dance,3nM1EJJ80pJGiG32WFfJxc,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Lady,5Pj5zrq2nbKcAekH1AxbrO,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Mirala Miralo,6GCNUmk7L7OWtpvSk0fWOg,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
El de la Chevy,5yjUmP6wpvTwqV3QWBfkhd,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
A Whole New World (Aladdin's Theme),4tS8xQfyPGc7f4lJ1JP6BX,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Whine & Kotch,5o5yQsdZblzaqzgBFDVJTv,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
My Life,4GXH9A6fzuE0MNtqtzjhLg,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Luna,0sQ363WVeWIrUopUnj0jTA,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Dile A Tu Amiga,5I0u5YHYvA6fQZstVCFwqC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
En algún lugar,37qu58EQ36drTnJVNxXbMP,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Zero To Hero,4zDfgax6Ihb0UWdour1ZEs,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Estés Donde Estés,7pZzzxLTZepcPfHIHI7JlG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Salt Shaker,4Kd0FzFpOgIGxlBl4HXuFn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
When U Love Somebody,2Vy7B6YpJHfqSzMmheUfvy,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
No Dices Mas,2udRqNX3z2OjdqR01ebDwU,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Blue Monday,5267gVdYWrLoz6ClOhlqmE,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Toda Forma de Amor,2ma8V5vEOfCuyqZ0V8HAq3,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
The Afterglow,4VKN3lBovrmKK7nWP4xknO,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Eyes Closed,2WQn7Yvs728KZmmY6tgWqH,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Hokus Pokus,3ij7wTT8OOy8MhkT6AS5aS,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Dancing with Tears in My Eyes - Single Version / 2009 Remaster,6o6ZPVUPJ0GTs2gQIt2jWc,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
El Padre Que Siempre Soñe,1mjyjgatJGw8DtNTejtztn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
99 Problems,7sLpSWxQazJzDVG6YGzlVs,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Cold Blooded,34izzOmykADkGT27pUjUvJ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Grand Theft Autumn / Where Is Your Boy,3JOdLCIBzQYwHIvpN3isVf,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Madiba Riddim,76gUmNLXGQVOsGhfcshkFP,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Good Times,7cFpB4ozcSwXuhqjvNbrbP,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Stone Love,1AO26gK1sI6PoFY9eUF8yV,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Chain Breaker,17GmwQ9Q3MTAz05OokmNNB,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Air Force Ones,7kAFSrTIOiVZ0gnHBuAH3l,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
When the Drugs Don't Work,0i39HdwYbAl5YCEbnBUWeG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"No Shoes, No Shirt, No Problems",208bYsadJ56km31IENM2qS,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
KILL4ME,6UIo6YbaXihIZ72MWUpcGb,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
In Those Jeans,5ojJNnX5ND2gMGojPd3NiO,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Todo Se Derrumbó Dentro de Mí,4hWUYwFwJKpu4o49Gon76Z,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
My Dawg,7CEJH5Ed7FBbXF6CqBQPlJ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Only Us,7BbtvJqWnQRt8gSrWbUVym,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Real World,70fe354BpVKEvMY0de78YO,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Unfoolish,6dZ6qWl1e9GsMndBG7vqB9,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Alucinado,3gKm2TjAkLUNpJC1WKOzjX,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Azúcar Amargo,4Gf68vwxa69hCiXmJ1jvgj,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Hard To Tell,72V0gNzrSDsdOQMuXlwhd4,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Oops (Oh My) [feat. Missy Elliott],5Y0E3dOeynKuLDAXu0t0Bg,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
A Pesar de Todo,6wBJ7gF95WpO8u2QEbyJB6,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Pero La Recuerdo (Cumbia Santa María),7xbRLQyE9t7zkA3osC8S2d,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
La Bella Y La Bestia (Con Norykko),3bHzzuRc2vU97FhJ0ohSKf,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Shark Smile - Edit,4rCrSoFxqRFmnHQyFGlkbA,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
November,4XDpeWqPADoWRKcUY3dC84,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Se Me Olvidó Otra Vez,6Y3AwA8UfVSDjeMrdJyjLK,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
You Keep Me Hangin On,1wEeNtO7z41aUqC80shxqK,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Arboles De La Barranca,3Oa31DdD8vxktKoyUf7RyZ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Put Your Hands Where My Eyes Could See,1NHwvBmrUje4L1dxfWnXCH,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Rock the Night,3J9NEWkd9Cx1MwSSvDySkL,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Into The Fire,7zWPlO8Mcjc5mQGf7v8dlE,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
The Remedy (I Won't Worry),4tK4ARuilOrBzwVQK73E0Y,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I Feel for You,5yR9u8QiOt8hJaddv32oo7,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Real Peach,6p4mASLulKdpNFLxQhs0ff,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I'm Your Man,2gG7E5OZi5D5QLRIctv63z,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
SpottieOttieDopaliscious,4GdB5M7GbwLZLouktYocFC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
sorry,6gyYI35SD576xiwstBIX7Y,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Oxy Cotton,5PtMwNq8Dp31uYdGGacVJE,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
How You Gonna Act Like That,3OUApyz3jDB3syGUNGqB1d,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",65GjU6KDPzF5IO143vvTgn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Old Number Seven,7FqrsV0vBwNiQNQI6jfzni,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I Wan'na Be Like You (The Monkey Song),2EeVPGHq2I7fjeDfT6LEYX,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
If It Makes You Happy,5XrfFo0JFOnWD9ZMNXGkQh,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Candela,1eHGsCdAWh1Ffowzacpfoi,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Slow Down Love,7LtqwGP2UIj0FHbOsqm6VG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Jennifer,5ZJ9wxMqAhIOekYLmukc2L,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Stillness Speaks,3fzTpBMSQKjo9sW0T8Tw2O,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Interlude: I'm Not Angry Anymore,2GBjsCkCpR5w8Zri9aE49H,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Sail Away,7w5GAUVhimHVPSwTsPnxq5,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Si Tu Amor No Vuelve,4frx1sI3l2Chq71SLHjiSx,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Heart Attack (츄),6SSC9KZQaxBdyipKRigrFC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Smoke A Nigga (feat. Wiz Khalifa),67qn3OtziLlpOtVZ22EiQ4,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Fools Gold - Remastered,2mv6GY70UsHiTCGQZ4JfgC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Moving On and Getting Over,1crSsvtU9wZB15dIQXV2QH,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
How Could an Angel Break My Heart (with Toni Braxton),4ViVDWlmKfGff25okNzGcC,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Sleep Without You,6zkHymyoD3tIqV7RwCAYUw,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
COLORS,0ggHt5jwwtMsWME2PDB6a0,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Ark,2hjqFVoMk6ssbfgtHEyhsY,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I Like You,7Afr3PKTtlFGHGiXYgnv6P,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Sway,6EUDUDQP5ynE3g5SWCA8sc,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
You Might Be Sleeping,2KvbRojbZGMsWr1Nuj5n2f,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Been Around the World (feat. The Notorious B.I.G. & Mase),1siDRjAa8MdxNoCHTiiQ7B,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
A quién le importa,7Eb5AYiiGWItBNddlmxvnh,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Esta Noche,2HZ9lGdprVT5XpOUf12h4z,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Wavin' Flag - Coca-Cola® Celebration Mix,4nOygULhEuDO5ZBRNPFaso,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Straight Tequila Night,5pd09tZmcXpyaXcuzs1p7J,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Strawberry Wine,5Pgwi0iizu96RHxJ4xL3SH,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
PMW (All I Really Need) (feat. ScHoolboy Q),5oeKoJMi9g6GXEbtz1ta0f,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
All Of A Sudden,0XOMoQbYxYPVLxwK4VDmNA,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Minute,3JWh19WsndEFg0UFRFeTiU,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
That's On Me,4nrg60oftaZJqgKvGd9eaB,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Hip 2 Da Game,30eW6IlBK3wCwcB8TsPXua,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Soothing Waves Sounds,3J43NF1eQPqJLS64ZTtIYU,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Step,78J9MBkAoqfvyeEpQKJDzD,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Every Day,2pxftVTI1ACfpvcryvebxd,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Here I Go Again,29pzjF6ZkzcW3ofgOVbF0t,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",5J4pDyvjRrYfcgHetKjKSj,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Glory And Gore,0SK9wxN40P6jlcMfTSAe0V,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Semi-Automatic,70Cp0ukCMyWeJML77NGERU,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",4qqfI5oNO53a6W7nWfutKH,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Devils Don't Fly,1OBrEfDbOdV0v0L0iiOu8h,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Diamonds,6ImNTJH4BqGfcx45IueM38,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
One Little Finger,4ZbfvzZxdKRRIVL6JP68QP,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I Melt with You,6J2rMSRhgb4HuX6dWgM3nJ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Heads Carolina, Tails California",6Lmx6bz3PGYuNSjKMnYBOa,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Plush,2TAQ9YGehOKWDqDak5DuXc,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Honey,5NaOWLOmVjcA3M5spRATN9,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Mi Vida Eres Tú,2sDfnEOD1MlaOW2yTYSHZQ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Yo no te pido la luna (Non voglio mica la luna),09uE7kHv2ESkvtInKugpGM,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Caress Me Down,2JKlf0IYz5oWsT3OCLyjpO,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
To The Top,0T7GMqDSnmVEXUx5NIQfNn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
"Y, ¿Si fuera ella?",1DmlUpnkg4N1VWquSoffF1,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Dance Me to the End of Love,3mFzIFFFmEXTQs6BDAK2ZZ,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
baseball,5lO1htX1UPjwyItDLurhR5,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
I Don't Want It At All,4qexD6ObR5nzpFJNpvQxIr,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Hijo de la Luna,1HnAG3hNXZzxvzVyw1U8Yy,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Sin Él,1pVdFpQPRP8HSV9ZeKdBb2,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Another Story,1JxNWpK9xTWKRPoYTIX4Qk,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Satisfy My Soul,6dzrCHBBKutQezMkeWaOEY,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:44,1gT5TGwbkkkUliNzHRIGi1,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Bete Balanço,0SrDqCmn2ClzEzNkAZYc2Y,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Can't Hold Us Down (feat. Lil' Kim),0cv1Mnb47oMvjVKMc2cyZw,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
La Nave del Olvido,2pOyQcM91HM3tZEiwZCraG,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Invisible Touch - 2007 Remaster,0xpBr84T3FTm9j4D1MdPtk,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Mariposa Traicionera,0Pjsm4AaJGPOXHoB6xCgJB,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Notice Me,1rLWsLY98u9hcWePdfN2y5,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
They Don't Know,0b5w1gamS9f239Sms9guAB,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
Universally Speaking,39badcyKTjOtBvv4aywpfs,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
The Girl Is Mine (with Paul McCartney),1diEQsD8PJC9hXB5Gpfgtn,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
La Fuerza del Destino,5t69lieKF4oKOtYUfWxiZj,61.0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
